clip_id,video_path,skeleton_path,label
oz_0022,rec8.MOV,oz_football/oz_0022.npy,0
oz_0343,throw_in2.MOV,oz_football/oz_0343.npy,1
oz_0544,throw_in2.MOV,oz_football/oz_0544.npy,1
oz_0027,rec5.mov,oz_football/oz_0027.npy,0
oz_0446,throw_in2.MOV,oz_football/oz_0446.npy,1
oz_0461,throw_in.mov,oz_football/oz_0461.npy,1
oz_0077,header.mov,oz_football/oz_0077.npy,3
oz_0308,pass_short.mov,oz_football/oz_0308.npy,2
oz_0393,header2.MOV,oz_football/oz_0393.npy,3
oz_0694,header.mov,oz_football/oz_0694.npy,3
oz_0298,rec6.MOV,oz_football/oz_0298.npy,0
oz_0639,throw_in2.MOV,oz_football/oz_0639.npy,1
oz_0595,rec8.MOV,oz_football/oz_0595.npy,0
oz_0530,rec5.mov,oz_football/oz_0530.npy,0
oz_0035,throw_in2.MOV,oz_football/oz_0035.npy,1
oz_0310,pass.mov,oz_football/oz_0310.npy,2
oz_0244,pass.mov,oz_football/oz_0244.npy,2
oz_0619,rec6.MOV,oz_football/oz_0619.npy,0
oz_0210,header2.MOV,oz_football/oz_0210.npy,3
oz_0059,pass_short.mov,oz_football/oz_0059.npy,2
oz_0570,pass_short.mov,oz_football/oz_0570.npy,2
oz_0383,header.mov,oz_football/oz_0383.npy,3
oz_0388,header2.MOV,oz_football/oz_0388.npy,3
oz_0683,header.mov,oz_football/oz_0683.npy,3
oz_0306,pass.mov,oz_football/oz_0306.npy,2
oz_0434,throw_in.mov,oz_football/oz_0434.npy,1
oz_0587,rec5.mov,oz_football/oz_0587.npy,0
oz_0578,rec3.mov,oz_football/oz_0578.npy,0
oz_0448,throw_in.mov,oz_football/oz_0448.npy,1
oz_0030,rec7.MOV,oz_football/oz_0030.npy,0
